t,MV,PV,DV,MVP,MVI,MVD,MVFF,Man
7.690000000000000000e+02,8.619510834784661313e+01,7.755299999999999727e+01,5.000000000000000000e+01,2.503004919593360711e+01,4.847936048529206943e+01,1.268569866662093482e+01,0.000000000000000000e+00,0.000000000000000000e+00
7.700000000000000000e+02,8.516033313139581651e+01,7.755299999999999727e+01,5.000000000000000000e+01,2.469286494924655528e+01,4.862814154919445997e+01,1.183932663295480125e+01,0.000000000000000000e+00,0.000000000000000000e+00
7.710000000000000000e+02,8.485546634467648630e+01,7.758499999999999375e+01,5.000000000000000000e+01,2.469286494924655528e+01,4.877692261309685051e+01,1.138567878233307695e+01,0.000000000000000000e+00,0.000000000000000000e+00
7.720000000000000000e+02,8.439446023802449304e+01,7.761700000000000443e+01,5.000000000000000000e+01,2.460922234541721210e+01,4.892519970811548546e+01,1.086003818449179370e+01,0.000000000000000000e+00,0.000000000000000000e+00
7.730000000000000000e+02,8.395309114979333742e+01,7.761700000000000443e+01,5.000000000000000000e+01,2.452557974158783338e+01,4.907297283425035772e+01,1.035453857395514454e+01,0.000000000000000000e+00,0.000000000000000000e+00
7.740000000000000000e+02,8.370410909601962146e+01,7.761700000000000443e+01,5.000000000000000000e+01,2.452557974158783338e+01,4.922074596038522998e+01,9.957783394046559877e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.750000000000000000e+02,8.347032952294168240e+01,7.771399999999999864e+01,5.000000000000000000e+01,2.452557974158783338e+01,4.936851908652010223e+01,9.576230694833759216e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.760000000000000000e+02,8.272518208502431492e+01,7.793899999999999295e+01,5.000000000000000000e+01,2.427203809873012474e+01,4.951476455697608259e+01,8.938379429318104030e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.770000000000000000e+02,8.130886052289230292e+01,7.793899999999999295e+01,5.000000000000000000e+01,2.368392604055500783e+01,4.965746649621812736e+01,7.967467986119174839e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.780000000000000000e+02,8.114627274094871723e+01,7.793899999999999295e+01,5.000000000000000000e+01,2.368392604055500783e+01,4.980016843546017213e+01,7.662178264933546146e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.790000000000000000e+02,8.099538275484491123e+01,7.793899999999999295e+01,5.000000000000000000e+01,2.368392604055500783e+01,4.994287037470221691e+01,7.368586339587697154e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.800000000000000000e+02,8.085574233977011716e+01,7.813299999999999557e+01,5.000000000000000000e+01,2.368392604055500783e+01,5.008557231394426168e+01,7.086243985270854751e+00,0.000000000000000000e+00,0.000000000000000000e+00
