tm,DVm,PVm
3.740000000000000000e+02,1.000000000000000000e+00,5.429999999999995941e-01
3.750000000000000000e+02,1.000000000000000000e+00,5.446249999999995817e-01
3.760000000000000000e+02,1.000000000000000000e+00,5.429999999999995941e-01
3.770000000000000000e+02,1.000000000000000000e+00,5.454250000000001597e-01
3.780000000000000000e+02,1.000000000000000000e+00,5.462250000000000716e-01
3.790000000000000000e+02,1.000000000000000000e+00,5.454250000000001597e-01
3.800000000000000000e+02,1.000000000000000000e+00,5.454250000000001597e-01
3.810000000000000000e+02,1.000000000000000000e+00,5.470249999999996504e-01
3.820000000000000000e+02,1.000000000000000000e+00,5.470249999999996504e-01
3.830000000000000000e+02,1.000000000000000000e+00,5.470249999999996504e-01
3.840000000000000000e+02,1.000000000000000000e+00,5.470249999999996504e-01
3.850000000000000000e+02,1.000000000000000000e+00,5.470249999999996504e-01
